bil,peringkatSekolah,ppd,kodSekolah,namaSekolah,alamatSurat,poskodSurat,bandarSurat,negeri,noTelefon,noFax,formattedAddress,latitude,longitude,neighborhood,establishment,administrativeLevels,administrativeLevelsShort,streetName,city,country,countryCode,zipcode,provider,streetNumber
1844,Menengah,PPD HULU SELANGOR,BEA5073,SMK BUKIT SENTOSA 2,"JALAN ANGGERIK 4, BANDAR BARU BUKIT SENTOSA 7",48300,RAWANG,SELANGOR,360212116,360212120,"7, Jalan Anggerik 3d/4, Taman Anggerik, 48300 Rawang, Selangor, Malaysia",3.4184997,101.5867938,Taman Anggerik,,Selangor,Selangor,Jalan Anggerik 3d/4,Rawang,Malaysia,MY,48300,google,7
1845,Menengah,PPD SABAK BERNAM,BEA6041,SMK UNGKU AZIZ,JALAN RAJA CHULAN,45200,SABAK BERNAM,SELANGOR,332161275,332163640,"Jalan Raja Chulan, Pekan Sabak Bernam, 45200 Sabak, Selangor, Malaysia",3.7703992,100.9854913,Pekan Sabak Bernam,,Selangor,Selangor,Jalan Raja Chulan,Sabak,Malaysia,MY,45200,google,
1846,Menengah,PPD SABAK BERNAM,BEA6042,SMK MUNSHI ABDULLAH,"BATU 10, JALAN BESAR",45100,SUNGAI AIR TAWAR,SELANGOR,332136226,332138122,"775, Jalan Besar, Kampung Sungai Ayer Tawar, 45100 Sungai Ayer Tawar, Selangor, Malaysia",3.843662,100.895504,Kampung Sungai Ayer Tawar,,Selangor,Selangor,Jalan Besar,Sungai Ayer Tawar,Malaysia,MY,45100,google,775
1847,Menengah,PPD SABAK BERNAM,BEA6043,SMK SUNGAI BESAR,JALAN PEGAWAI,45300,SUNGAI BESAR,SELANGOR,332241331,332244818,"Jalan Pegawai, 45300 Sungai Besar, Selangor, Malaysia",3.6774938,100.9912795,,,Selangor,Selangor,Jalan Pegawai,Sungai Besar,Malaysia,MY,45300,google,
1848,Menengah,PPD SABAK BERNAM,BEA6044,SMK BAGAN TERAP,"JALAN BESAR, PEKAN BAGAN TERAP",45300,SUNGAI BESAR,SELANGOR,60332161643,60332162096,"Smk Bagan Terap, Jalan Besar, Bagan Terap, 45400 Sabak, Selangor, Malaysia",3.74832,101.05591,Bagan Terap,,Selangor,Selangor,Jalan Besar,Sabak,Malaysia,MY,45400,google,
1849,Menengah,PPD SABAK BERNAM,BEA6045,SEKOLAH MENENGAH KEBANGSAAN AGAMA SABAK BERNAM,"JALAN SG. NIPAH BAROH, SIMPANG LIMA",45300,SUNGAI BESAR,SELANGOR,60332242894,60332243423,"Jalan Sungai Nipah Baroh, Simpang Lima, 45300 Sungai Besar, Selangor, Malaysia",3.6170713,101.056768,Simpang Lima,,Selangor,Selangor,Jalan Sungai Nipah Baroh,Sungai Besar,Malaysia,MY,45300,google,
1850,Menengah,PPD SABAK BERNAM,BEA6601,SMK DATO MUSTAFFA,"JALAN SEKOLAH, PASIR PANJANG",45400,SEKINCHAN,SELANGOR,332410337,332415044,"Jalan Sekolah, Pasir Panjang, 45400 Sekinchan, Selangor, Malaysia",3.5664919,101.0730717,Pasir Panjang,,Selangor,Selangor,Jalan Sekolah,Sekinchan,Malaysia,MY,45400,google,
1851,Menengah,PPD GOMBAK,BEA7601,SMK GOMBAK SETIA,JALAN SERI SETIA,53100,GOMBAK,SELANGOR,361896329,361851355,"Jalan Seri Setia, Gombak Setia, 53100 Kuala Lumpur, Selangor, Malaysia",3.2204279,101.7144464,Gombak Setia,,Selangor,Selangor,Jalan Seri Setia,Kuala Lumpur,Malaysia,MY,53100,google,
1852,Menengah,PPD GOMBAK,BEA7602,SMK TAMAN SELAYANG,JALAN SUNGAI TUA,68100,BATU CAVES,SELANGOR,361896028,361875303,"Jalan Sungai Tua, 68100 Batu Caves, Selangor, Malaysia",3.2523311,101.6753823,,,Selangor,Selangor,Jalan Sungai Tua,Batu Caves,Malaysia,MY,68100,google,
1853,Menengah,PPD GOMBAK,BEA7603,SMK LEMBAH KERAMAT,"JALAN AU4, LEMBAH KERAMAT",54200,KUALA LUMPUR,SELANGOR,341072115,341068711,"Jalan AU 5, 54200 Kuala Lumpur, Selangor, Malaysia",3.1988726,101.7593472,,,Selangor,Selangor,Jalan AU 5,Kuala Lumpur,Malaysia,MY,54200,google,
1854,Menengah,PPD GOMBAK,BEA7604,SMK TAMAN EHSAN,"KEPONG, SELANGOR",52100,KUALA LUMPUR,SELANGOR,362762618,362755767,"Pekan Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.213966,101.6355931,Pekan Kepong,,Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,,Kuala Lumpur,Malaysia,MY,52100,google,
1857,Menengah,PPD GOMBAK,BEA7607,SMK SERI GOMBAK,TAMAN GREENWOOD,68100,BATU CAVES,SELANGOR,361895384,361869505,"Greenwood, Batu Caves, Selangor, Malaysia",3.2332475,101.7046945,Greenwood,,Selangor,Selangor,,Batu Caves,Malaysia,MY,,google,
1858,Menengah,PPD GOMBAK,BEA7608,SMK HILLCREST,TAMAN SERI GOMBAK,68100,BATU CAVES,SELANGOR,361884777,361852582,"Taman Seri Gombak, Batu Caves, Selangor, Malaysia",3.2453555,101.7019249,Taman Seri Gombak,,Selangor,Selangor,,Batu Caves,Malaysia,MY,,google,
1856,Menengah,PPD GOMBAK,BEA7606,SMK TAMAN KERAMAT,JALAN ENGGANG TIMUR 4,54200,KUALA LUMPUR,SELANGOR,342579837,342574344,"Jalan Enggang Timur 4, Taman Keramat, 54200 Kuala Lumpur, Selangor, Malaysia",3.1715253,101.7446415,Taman Keramat,,Selangor,Selangor,Jalan Enggang Timur 4,Kuala Lumpur,Malaysia,MY,54200,google,
1855,Menengah,PPD GOMBAK,BEA7605,SMK RAWANG,"KM 25.6, JALAN IPOH",48000,RAWANG,SELANGOR,360917240,360924881,,,,,,,,,,,,,,
1859,Menengah,PPD GOMBAK,BEA7609,SMK IDEAL HEIGHTS,JLN BUKIT IDAMAN,68100,BATU CAVES,SELANGOR,361371944,361351746,"Jalan Bukit Idaman, Taman Bukit Idaman, 68100 Batu Caves, Selangor, Malaysia",3.2502944,101.6390289,Taman Bukit Idaman,,Selangor,Selangor,Jalan Bukit Idaman,Batu Caves,Malaysia,MY,68100,google,
1860,Menengah,PPD GOMBAK,BEA7610,SMK TAMAN MELAWATI,"JALAN J5,",53100,GOMBAK,SELANGOR,341087723,341086093,"Jalan J 5, Taman Melawati, 53100 Kuala Lumpur, Selangor, Malaysia",3.211604,101.7558363,Taman Melawati,,Selangor,Selangor,Jalan J 5,Kuala Lumpur,Malaysia,MY,53100,google,
1861,Menengah,PPD GOMBAK,BEA7612,SMK SERI SELAYANG,JALAN SUNGAI TUA,68100,BATU CAVES,SELANGOR,361853448,361874508,"Jalan Sungai Tua, 68100 Batu Caves, Selangor, Malaysia",3.2523311,101.6753823,,,Selangor,Selangor,Jalan Sungai Tua,Batu Caves,Malaysia,MY,68100,google,
1862,Menengah,PPD GOMBAK,BEA7613,SMK SUNGAI KERTAS,KG. SUNGAI KERTAS,68100,BATU CAVES,SELANGOR,361853532,361862591,"Kampung Sungai Kertas, 68100 Batu Caves, Selangor, Malaysia",3.25546,101.685695,Kampung Sungai Kertas,,Selangor,Selangor,,Batu Caves,Malaysia,MY,68100,google,
1863,Menengah,PPD GOMBAK,BEA7614,SMK SERI KERAMAT,"JALAN AU4, LEMBAH KERAMAT",54200,KUALA LUMPUR,SELANGOR,341065002,341053033,"Jalan AU 5, 54200 Kuala Lumpur, Selangor, Malaysia",3.1988726,101.7593472,,,Selangor,Selangor,Jalan AU 5,Kuala Lumpur,Malaysia,MY,54200,google,
1864,Menengah,PPD GOMBAK,BEA7615,SMK DARUL EHSAN,"JALAN 29, SELAYANG BARU",68100,BATU CAVES,SELANGOR,361364877,361352404,"Jalan 29, Selayang Baru, 68100 Batu Caves, Selangor, Malaysia",3.2506077,101.6661464,Selayang Baru,,Selangor,Selangor,Jalan 29,Batu Caves,Malaysia,MY,68100,google,
1865,Menengah,PPD GOMBAK,BEA7616,SMK SUNGAI PUSU,"KM 11, JALAN GOMBAK",53100,KUALA LUMPUR,SELANGOR,361861701,361871512,"Km 11, Jalan Gombak, Batu 7 Gombak, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.2390507,101.7145408,Batu 7 Gombak,,Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,Jalan Gombak,Kuala Lumpur,Malaysia,MY,53100,google,Km 11
1866,Menengah,PPD GOMBAK,BEA7617,SMK TAMAN DESA,BANDAR COUNTRY HOMES,48000,RAWANG,SELANGOR,360917935,360917930,"Bandar Country Homes, 48000 Rawang, Selangor, Malaysia",3.328037,101.5312471,Bandar Country Homes,,Selangor,Selangor,,Rawang,Malaysia,MY,48000,google,
1867,Menengah,PPD GOMBAK,BEA7618,SMK BANDAR TASIK PUTERI,BANDAR TASIK PUTERI,48000,RAWANG,SELANGOR,360342885,360345350,"Jln Bandar Tasik Puteri, Bandar Tasik Puteri, 48000 Rawang, Selangor, Malaysia",3.2908983,101.4961718,Bandar Tasik Puteri,,Selangor,Selangor,Jalan Bandar Tasik Puteri,Rawang,Malaysia,MY,48000,google,
1868,Menengah,PPD GOMBAK,BEA7619,SMK BUKIT RAHMAN PUTRA,"JALAN BRP 7/1, BUKIT RAHMAN PUTRA",47000,SUNGAI BULOH,SELANGOR,361574670,361574653,"Jalan BRP 7/1, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor, Malaysia",3.2301294,101.5547441,Bukit Rahman Putra,,Selangor,Selangor,Jalan BRP 7/1,Sungai Buloh,Malaysia,MY,47000,google,
1869,Menengah,PPD GOMBAK,BEA7620,SMK SERI KUNDANG,KAMPUNG MELAYU SRI KUNDANG,48020,RAWANG,SELANGOR,360342395,360342642,"Kampung Melayu Seri Kundang, 48050 Rawang, Selangor, Malaysia",3.2581323,101.5262264,Kampung Melayu Seri Kundang,,Selangor,Selangor,,Rawang,Malaysia,MY,48050,google,
1870,Menengah,PPD GOMBAK,BEA7621,SMK TAMAN DESA 2,"JALAN DESA JAYA, BANDAR COUNTRY HOMES",48000,RAWANG,SELANGOR,367337872,367337870,"Jalan Desa Jaya, Bandar Country Homes, 48000 Rawang, Selangor, Malaysia",3.3306689,101.5343962,Bandar Country Homes,,Selangor,Selangor,Jalan Desa Jaya,Rawang,Malaysia,MY,48000,google,
1871,Menengah,PPD GOMBAK,BEA7622,SMK SIERRAMAS,"JALAN HOSPITAL,SUNGAI BULOH.",47000,SUNGAI BULOH,SELANGOR,361402562,361402572,"Jalan Hospital, Kampung Masjid Sungai Buloh, 47000 Sungai Buloh, Selangor, Malaysia",3.2079157,101.5766917,Kampung Masjid Sungai Buloh,,Selangor,Selangor,Jalan Hospital,Sungai Buloh,Malaysia,MY,47000,google,
1872,Menengah,PPD GOMBAK,BEA7623,SMK TUN PERAK,TAMAN TUN PERAK,48000,RAWANG,SELANGOR,123307202,TIADA,"Taman Tun Perak, 48000 Rawang, Selangor, Malaysia",3.302602,101.5799281,Taman Tun Perak,,Selangor,Selangor,,Rawang,Malaysia,MY,48000,google,
1873,Menengah,PPD PETALING PERDANA,BEA8601,SMK PUCHONG,BATU 14 JALAN PUCHONG,47100,PUCHONG,SELANGOR,380611305,380621935,"14, Jalan Puchong, 47100 Puchong, Selangor, Malaysia",2.9976533,101.6203716,,,Selangor,Selangor,Jalan Puchong,Puchong,Malaysia,MY,47100,google,14
1874,Menengah,PPD PETALING UTAMA,BEA8602,SMK SRI PERMATA,JALAN SS3 / 98,47300,PETALING JAYA,SELANGOR,378750623,378777027,"Sekolah Menengah Kebangsaan SeaPort, Jalan Ss3/98, SS3, 47300, Petaling Jaya, Selangor, 47300, Malaysia",3.103197,101.613993,,,,,,,Malaysia,MY,47300,google,
1875,Menengah,PPD PETALING PERDANA,BEA8603,SMK SULTAN SALAHUDDIN ABDUL AZIZ SHAH,JALAN BUNGA MAWAR 2/5,40000,SHAH ALAM,SELANGOR,355198404,355196213,"Jalan Bunga Mawar 2/5, Seksyen 2, 40000 Shah Alam, Selangor, Malaysia",3.070794,101.509662,Seksyen 2,,Selangor,Selangor,Jalan Bunga Mawar 2/5,Shah Alam,Malaysia,MY,40000,google,
1876,Menengah,PPD PETALING PERDANA,BEA8604,SMK SUBANG JAYA,JALAN SS14/6,47500,SUBANG JAYA,SELANGOR,356334589,356318202,"Jalan SS 14/6, Ss 14, 47500 Subang Jaya, Selangor, Malaysia",3.06899,101.5902601,Ss 14,,Selangor,Selangor,Jalan SS 14/6,Subang Jaya,Malaysia,MY,47500,google,
1877,Menengah,PPD GOMBAK,BEA8605,SMK BUKIT GADING,"KM. 26, SG. PLONG",47000,SUNGAI BULOH,SELANGOR,360383258,360381421,"Jalan Kuala Selangor, Km 16 Sungai Plong, 40160 Sungai Buloh, Selangor, Malaysia",3.215792,101.531417,Km 16 Sungai Plong,,Selangor,Selangor,Jalan Kuala Selangor,Sungai Buloh,Malaysia,MY,40160,google,
1878,Menengah,PPD PETALING PERDANA,BEA8606,SMK SERI SERDANG,TAMAN SRI SERDANG,43300,SERI KEMBANGAN,SELANGOR,389489199,389488995,"Taman Sri Serdang, 43400 Seri Kembangan, Selangor, Malaysia",3.010715,101.715534,Taman Sri Serdang,,Selangor,Selangor,,Seri Kembangan,Malaysia,MY,43400,google,
1879,Menengah,PPD PETALING UTAMA,BEA8607,SMK TAMAN DATO'  HARUN,"KM 12, JLN KLANG LAMA",46000,PETALING JAYA,SELANGOR,377828358,377815712,"KM, 12, Jalan Klang Lama, 46000 Petaling Jaya, Selangor, Malaysia",3.0778594,101.6360751,,,Selangor,Selangor,Jalan Klang Lama,Petaling Jaya,Malaysia,MY,46000,google,12
1880,Menengah,PPD PETALING UTAMA,BEA8608,SMK DAMANSARA JAYA,"JALAN SS 22A/1, PETALING JAYA",47400,PETALING JAYA,SELANGOR,377296018,377291880,"Jalan SS 22a/1, 47400 Petaling Jaya, Selangor, Malaysia",3.1290596,101.6137984,,,Selangor,Selangor,Jalan SS 22a/1,Petaling Jaya,Malaysia,MY,47400,google,
1881,Menengah,PPD PETALING PERDANA,BEA8609,SMK BATU 8,"BATU 8, JALAN PUCHONG",47100,PUCHONG,SELANGOR,380702830,380761967,"8, Jalan Puchong, 47100 Puchong, Selangor, Malaysia",2.9976533,101.6203716,,,Selangor,Selangor,Jalan Puchong,Puchong,Malaysia,MY,47100,google,8
1882,Menengah,PPD PETALING PERDANA,BEA8610,SMK SEKSYEN 16,"JALAN HALIA 16/8, SEKSYEN 16, SHAH ALAM",40200,SHAH ALAM,SELANGOR,355109168,355125021,"Jalan Halia 16/8, Seksyen 16, 40200 Shah Alam, Selangor, Malaysia",3.0544144,101.5031873,Seksyen 16,,Selangor,Selangor,Jalan Halia 16/8,Shah Alam,Malaysia,MY,40200,google,
1884,Menengah,PPD PETALING PERDANA,BEA8612,SM PENDIDIKAN KHAS SHAH ALAM,"JALAN SENANGIN 17/2A, SEKSYEN 17",40200,SHAH ALAM,SELANGOR,355109719,355109715,"Jalan Senangin 17/2, Seksyen 17, 40200 Shah Alam, Selangor, Malaysia",3.0450882,101.5027691,Seksyen 17,,Selangor,Selangor,Jalan Senangin 17/2,Shah Alam,Malaysia,MY,40200,google,
1883,Menengah,PPD PETALING UTAMA,BEA8611,SMK DAMANSARA UTAMA,"JALAN SS 20/21, DAMANSARA UTAMA",47400,PETALING JAYA,SELANGOR,377278715,377277488,"Jalan SS 20/21, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",3.1373531,101.6260873,Damansara Utama,,Selangor,Selangor,Jalan SS 20/21,Petaling Jaya,Malaysia,MY,47400,google,
1885,Menengah,PPD PETALING UTAMA,BEA8613,SMK TAMAN MEDAN,KM 12 JLN KLANG LAMA,46000,PETALING JAYA,SELANGOR,377820455,377850751,"KM, 12, Jalan Klang Lama, 46000 Petaling Jaya, Selangor, Malaysia",3.0778594,101.6360751,,,Selangor,Selangor,Jalan Klang Lama,Petaling Jaya,Malaysia,MY,46000,google,12
1886,Menengah,PPD PETALING PERDANA,BEA8614,SMK SUBANG UTAMA,"JALAN SS 18/1A, SUBANG JAYA",47500,SUBANG JAYA,SELANGOR,356348971,356361915,"Jalan SS 18/1a, Ss 18, 47500 Subang Jaya, Selangor, Malaysia",3.0634866,101.5835652,Ss 18,,Selangor,Selangor,Jalan SS 18/1a,Subang Jaya,Malaysia,MY,47500,google,
1887,Menengah,PPD PETALING UTAMA,BEA8615,SMK KELANA JAYA,JALAN BAHAGIA SS4,47301,PETALING JAYA,SELANGOR,378035121,378035120,"Jalan Bahagia, 47301 Petaling Jaya, Selangor, Malaysia",3.1071999,101.6035921,,,Selangor,Selangor,Jalan Bahagia,Petaling Jaya,Malaysia,MY,47301,google,
1888,Menengah,PPD PETALING PERDANA,BEA8616,SMK SEKSYEN SEBELAS,JLN WAU 11/1,40000,SHAH ALAM,SELANGOR,355106711,355101545,"Jalan Wau 11/1, Seksyen 11, 40100 Shah Alam, Selangor, Malaysia",3.071435,101.5278693,Seksyen 11,,Selangor,Selangor,Jalan Wau 11/1,Shah Alam,Malaysia,MY,40100,google,
1889,Menengah,PPD PETALING PERDANA,BEA8617,SMK SEKSYEN 18,JLN KELAPA BALI 18/43,40200,SHAH ALAM,SELANGOR,355421403,355491659,"Jalan Kelapa Bali 18/43, Seksyen 18, 40200 Shah Alam, Selangor, Malaysia",3.0502086,101.5226086,Seksyen 18,,Selangor,Selangor,Jalan Kelapa Bali 18/43,Shah Alam,Malaysia,MY,40200,google,
1890,Menengah,PPD PETALING PERDANA,BEA8618,SMK SEAFIELD,JALAN USJ 2/5,47600,UEP SUBANG JAYA,SELANGOR,356321301,356377610,"Jalan USJ 2/5, Usj 2, 47600 Subang Jaya, Selangor, Malaysia",3.0600474,101.5846871,Usj 2,,Selangor,Selangor,Jalan USJ 2/5,Subang Jaya,Malaysia,MY,47600,google,
1891,Menengah,PPD PETALING PERDANA,BEA8619,SMK SEKSYEN 24,JALAN TIMUN 24/1,40300,SHAH ALAM,SELANGOR,355414172,355429290,"Jalan Timun 24/1, 40300 Shah Alam, Selangor, Malaysia",3.0376005,101.5156075,,,Selangor,Selangor,Jalan Timun 24/1,Shah Alam,Malaysia,MY,40300,google,
1892,Menengah,PPD GOMBAK,BEA8620,SMK BANDAR BARU SUNGAI BULOH,"JALAN BRP 1/10A, BANDAR BARU SUNGAI BULOH",47000,SUNGAI BULOH,SELANGOR,361568849,361576041,"Jalan BRP 1/10a, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor, Malaysia",3.2088547,101.5625235,Bukit Rahman Putra,,Selangor,Selangor,Jalan BRP 1/10a,Sungai Buloh,Malaysia,MY,47000,google,
1893,Menengah,PPD PETALING PERDANA,BEA8621,SMK SEKSYEN 19,"JALAN GELORA 19/46, SEKSYEN 19",40300,SHAH ALAM,SELANGOR,355423306,355495382,"Jalan Gelora 19/46, Seksyen 19, 40300 Shah Alam, Selangor, Malaysia",3.0510224,101.5323927,Seksyen 19,,Selangor,Selangor,Jalan Gelora 19/46,Shah Alam,Malaysia,MY,40300,google,
1894,Menengah,PPD PETALING PERDANA,BEA8622,SMK ALAM MEGAH,"JALAN SG. BATU 27/72,SEKSYEN 27",40400,SHAH ALAM,SELANGOR,351910709,351920442,"Jalan Sungai Gapis 27/72, Taman Bunga Negara, 40400 Shah Alam, Selangor, Malaysia",3.0117535,101.5688724,Taman Bunga Negara,,Selangor,Selangor,Jalan Sungai Gapis 27/72,Shah Alam,Malaysia,MY,40400,google,
1895,Menengah,PPD PETALING PERDANA,BEA8623,SMK TAMAN SRI MUDA,"JALAN SABAR 25/83, TAMAN SRI MUDA",40400,SHAH ALAM,SELANGOR,351218388,351226489,"Jalan Sabar 25/83, Taman Sri Muda, 40400 Shah Alam, Selangor, Malaysia",3.0260978,101.5390467,Taman Sri Muda,,Selangor,Selangor,Jalan Sabar 25/83,Shah Alam,Malaysia,MY,40400,google,
1896,Menengah,PPD PETALING UTAMA,BEA8624,SMK SRI UTAMA,JALAN 227B/51A,46100,PETALING JAYA,SELANGOR,379575299,379571219,"Jalan 51a/227, 46100 Petaling Jaya, Selangor, Malaysia",3.0992492,101.6323115,,,Selangor,Selangor,Jalan 51a/227,Petaling Jaya,Malaysia,MY,46100,google,
1897,Menengah,PPD PETALING PERDANA,BEA8625,SMK SS 17,JALAN SS 17/1 SUBANG JAYA,47500,SUBANG JAYA,SELANGOR,356338747,356319384,"Jalan SS 17/1, Ss 17, 47500 Subang Jaya, Selangor, Malaysia",3.0772267,101.5820782,Ss 17,,Selangor,Selangor,Jalan SS 17/1,Subang Jaya,Malaysia,MY,47500,google,
1898,Menengah,PPD PETALING PERDANA,BEA8626,SMK BANDAR SUNWAY,JALAN PJS 7/15,46150,PETALING JAYA,SELANGOR,356328335,356325149,"Jalan PJS 7/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",3.0685477,101.6167005,Bandar Sunway,,Selangor,Selangor,Jalan PJS 7/15,Petaling Jaya,Malaysia,MY,47500,google,
1899,Menengah,PPD PETALING PERDANA,BEA8627,SMK SERI INDAH,TAMAN SERI SERDANG,43300,SERI KEMBANGAN,SELANGOR,389434263,389456695,"Taman Sri Serdang, 43400 Seri Kembangan, Selangor, Malaysia",3.010715,101.715534,Taman Sri Serdang,,Selangor,Selangor,,Seri Kembangan,Malaysia,MY,43400,google,
1900,Menengah,PPD PETALING PERDANA,BEA8628,SMK PUCHONG PERDANA,"BATU 13, TAMAN PUCHONG PERDANA",47150,PETALING,SELANGOR,380626505,380626506,"Taman Puchong Perdana, 47100 Puchong, Selangor, Malaysia",3.006959,101.604533,Taman Puchong Perdana,,Selangor,Selangor,,Puchong,Malaysia,MY,47100,google,
1901,Menengah,PPD PETALING PERDANA,BEA8629,SMK SEKSYEN 9,JALAN TENGKU AMPUAN RAHIMAH 9/20,40100,SHAH ALAM,SELANGOR,355129942,355132413,"Jalan Tengku Ampuan Rahimah 9/20, 40100 Shah Alam, Selangor, Malaysia",3.0871921,101.5230687,,,Selangor,Selangor,Jalan Tengku Ampuan Rahimah 9/20,Shah Alam,Malaysia,MY,40100,google,
1902,Menengah,PPD PETALING PERDANA,BEA8630,SMK SUBANG,KAMPUNG MELAYU SUBANG,40150,SHAH ALAM,SELANGOR,378469673,378471436,"Kampung Melayu Subang, 40150 Shah Alam, Selangor, Malaysia",3.160453,101.5326529,Kampung Melayu Subang,,Selangor,Selangor,,Shah Alam,Malaysia,MY,40150,google,
1903,Menengah,PPD PETALING UTAMA,BEA8631,SMK BANDAR UTAMA,1 PINTASAN BANDAR UTAMA,47800,PETALING JAYA,SELANGOR,377252829,377263708,"No. 1, Pintasan, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",3.1430331,101.6142164,Bandar Utama,,Selangor,Selangor,,Petaling Jaya,Malaysia,MY,47800,google,
1904,Menengah,PPD PETALING PERDANA,BEA8632,SMK USJ 4,JALAN USJ4/3,47600,SUBANG JAYA,SELANGOR,380246618,380244144,"Jalan USJ 4/3, Usj 4, 47600 Subang Jaya, Selangor, Malaysia",3.0543513,101.5751851,Usj 4,,Selangor,Selangor,Jalan USJ 4/3,Subang Jaya,Malaysia,MY,47600,google,
1905,Menengah,PPD PETALING PERDANA,BEA8633,SMK USJ 13,JALAN USJ 13/1,47630,UEP SUBANG JAYA,SELANGOR,356317642,356214163,"Jalan USJ 13/1, Usj 13, 47630 Subang Jaya, Selangor, Malaysia",3.0381501,101.581737,Usj 13,,Selangor,Selangor,Jalan USJ 13/1,Subang Jaya,Malaysia,MY,47630,google,
1906,Menengah,PPD PETALING PERDANA,BEA8634,SMK USJ 8,PERSIARAN KEWAJIPAN,47610,UEP SUBANG JAYA,SELANGOR,356310144,356214457,"Persiaran Kewajipan, Usj 8, 47610 Subang Jaya, Selangor, Malaysia",3.049217,101.5912517,Usj 8,,Selangor,Selangor,Persiaran Kewajipan,Subang Jaya,Malaysia,MY,47610,google,
1907,Menengah,PPD PETALING PERDANA,BEA8635,SMK USJ 12,"PERSIARAN SETIA, USJ12",47630,UEP SUBANG JAYA,SELANGOR,380233236,380235892,"Persiaran Setia, Usj 12, 47630 Subang Jaya, Selangor, Malaysia",3.04414,101.5747402,Usj 12,,Selangor,Selangor,Persiaran Setia,Subang Jaya,Malaysia,MY,47630,google,
1908,Menengah,PPD PETALING PERDANA,BEA8636,SMK PUCHONG UTAMA (1),JALAN PU 5  BANDAR    PUCHONG UTAMA,47100,PUCHONG,SELANGOR,380607592,380607597,"Jalan PU 5, Taman Puchong Utama, 47100 Puchong, Selangor, Malaysia",2.9828918,101.6110158,Taman Puchong Utama,,Selangor,Selangor,Jalan PU 5,Puchong,Malaysia,MY,47100,google,
1910,Menengah,PPD PETALING UTAMA,BEA8638,SMK SEKSYEN 10 KOTA DAMANSARA,"PERSIARAN MAHOGANY,SEKSYEN 10, KOTA DAMANSARA",47810,PETALING JAYA,SELANGOR,361568514,361563534,"Persiaran Mahogani, 47810 Petaling Jaya, Selangor, Malaysia",3.1624172,101.5842527,,,Selangor,Selangor,Persiaran Mahogani,Petaling Jaya,Malaysia,MY,47810,google,
1909,Menengah,PPD PETALING PERDANA,BEA8637,SMK TTDI JAYA,"JALAN SASTERA U2/1, SEKSYEN U2, SHAH ALAM",40150,SHAH ALAM,SELANGOR,378471096,378471145,"Jalan Sastera Sepuluh U2/1K, Taman TTDI Jaya, 40150 Shah Alam, Selangor, Malaysia",3.1026112,101.5534638,Taman TTDI Jaya,,Selangor,Selangor,Jalan Sastera Sepuluh U2/1K,Shah Alam,Malaysia,MY,40150,google,
1911,Menengah,PPD PETALING PERDANA,BEA8639,SMK SEKSYEN 1 BANDAR KINRARA,BANDAR KINRARA,47180,PUCHONG,SELANGOR,380704075,380704067,"Bandar Kinrara, 47180 Puchong, Selangor, Malaysia",3.050629,101.649001,Bandar Kinrara,,Selangor,Selangor,,Puchong,Malaysia,MY,47180,google,
1912,Menengah,PPD PETALING UTAMA,BEA8640,SMK TROPICANA,JALAN TROPICANA SELATAN,47410,Petaling Jaya,SELANGOR,378042140,378042170,"Jalan Tropicana Selatan, Tropicana, 46050 Petaling Jaya, Selangor, Malaysia",3.1307724,101.5990211,Tropicana,,Selangor,Selangor,Jalan Tropicana Selatan,Petaling Jaya,Malaysia,MY,46050,google,
1913,Menengah,PPD PETALING UTAMA,BEA8641,SMK BANDAR SRI DAMANSARA 2,"PERSIARAN MERANTI, SEKSYEN 1",52200,KUALA LUMPUR,SELANGOR,362757094,362757402,"1, Persiaran Meranti, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor, Malaysia",3.1870441,101.6032037,Bandar Sri Damansara,,Selangor,Selangor,Persiaran Meranti,Kuala Lumpur,Malaysia,MY,52200,google,1
1914,Menengah,PPD PETALING PERDANA,BEA8642,SMK USJ 23,JALAN HARMONI,47640,SUBANG JAYA,SELANGOR,380235014,380233012,"Jalan Harmoni, Usj 23, 47630 Subang Jaya, Selangor, Malaysia",3.0228272,101.5804122,Usj 23,,Selangor,Selangor,Jalan Harmoni,Subang Jaya,Malaysia,MY,47630,google,
1915,Menengah,PPD PETALING UTAMA,BEA8643,SMK BANDAR UTAMA DAMANSARA 3,"PERSIARAN BUKIT UTAMA, BANDAR UTAMA",47800,PETALING JAYA,SELANGOR,377276166,377267199,"Persiaran Bukit Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",3.1454448,101.6057427,Bandar Utama,,Selangor,Selangor,Persiaran Bukit Utama,Petaling Jaya,Malaysia,MY,47800,google,
