Bil,Peringkat Sekolah,PPD,Kod Sekolah,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax
1020,Menengah,PPD LARUT/MATANG/SELAMA,AEB6053,SMK CONVENT,JALAN CONVENT,34000,TAIPING,PERAK,058073650,058070415
1021,Menengah,PPD LARUT/MATANG/SELAMA,AEB6054,SMK HUA LIAN,NO 10 JLN LUMBA KUDA,34008,TAIPING,PERAK,058073472,058066732
1022,Menengah,PPD LARUT/MATANG/SELAMA,AEB6055,SMK SRI KOTA,"JALAN RAJA SULONG, KPG BOYAN",34000,TAIPING,PERAK,058073591,058089915
1023,Menengah,PPD LARUT/MATANG/SELAMA,AEB6056,SMK DARUL RIDWAN,JALAN IZUDDIN SHAH,34007,TAIPING,PERAK,058072727,058086570
1024,Menengah,PPD BATANG PADANG,AEE0037,SMK DATO' PANGLIMA PERANG KIRI,JALAN TAPAH ROAD,35400,TAPAH ROAD,PERAK,054181061,054018630
1025,Menengah,PPD BATANG PADANG,AEE0039,SMK SYEIKH ABDUL GHANI,JALAN SUNGKAI,35500,BIDOR,PERAK,054341357,054348750
1026,Menengah,PPD BATANG PADANG,AEE0040,SMK SUNGKAI,JALAN PEKAN LAMA,35600,SUNGKAI,PERAK,054386609,054386610
1027,Menengah,PPD BATANG PADANG,AEE0041,SMK DATO' ZULKIFLI MUHAMMAD,SLIM RIVER,35800,SLIM RIVER,PERAK,054528275,054527962
1028,Menengah,PPD MANJUNG,AEE1026,SMK METHODIST (ACS),JALAN LIN CHEN MEI,32000,SITIAWAN,PERAK,056911071,056926098
1029,Menengah,PPD MANJUNG,AEE1030,SMK TOK PERDANA,JALAN TOK PERDANA,32000,SITIAWAN,PERAK,056911154,056926151
1030,Menengah,PPD MANJUNG,AEE1032,SMK RAJA SHAHRIMAN,JALAN PARIT,32700,BERUAS,PERAK,056749237,056748726
1031,Menengah,PPD MANJUNG,AEE1036,SMK AMBROSE,JALAN AYER TAWAR,32400,AYER TAWAR,PERAK,056722373,056728549
1032,Menengah,PPD MANJUNG,AEE1037,SMK PANGKOR,JALAN PASIR BOGAK,32300,PANGKOR,PERAK,056851014,056851014
1033,Menengah,PPD MANJUNG,AEE1038,SMK DATO' IDRIS,PENGKALAN BHARU,34900,PANTAI REMIS,PERAK,056771169,056777709
1034,Menengah,PPD KINTA SELATAN,AEE2066,SMK TOH INDERA WANGSA AHMAD,JALAN TANJUNG TUALANG,31007,BATU GAJAH,PERAK,053661440,053669885
1035,Menengah,PPD KINTA SELATAN,AEE2067,SMK METHODIST (ACS),"18, JLN KUALA DIPANG",31900,KAMPAR,PERAK,054651330,054660564
1036,Menengah,PPD KINTA SELATAN,AEE2070,SMK IDRIS SHAH,KOPISAN BARU,31600,GOPENG,PERAK,053591314,053591314
1037,Menengah,PPD KINTA UTARA,AEE2071,SMK AMINUDDIN BAKI,JALAN SEKOLAH,31200,CHEMOR,PERAK,052011395,052015142
1038,Menengah,PPD KINTA SELATAN,AEE2072,SMK DATO' BENDAHARA C M YUSUF,JALAN KAMPAR,31800,TANJONG TUALANG,PERAK,053609219,053609219
1039,Menengah,PPD KINTA SELATAN,AEE2073,SMK TRONOH,SMK TRONOH,31750,TRONOH,PERAK,053676218,053676501
1040,Menengah,PPD KINTA SELATAN,AEE2074,SMK MALIM NAWAR,JALAN BESAR MALIM NAWAR,31700,MALIM NAWAR,PERAK,054771382,054771382
1041,Menengah,PPD KRIAN,AEE3045,SMK MUDZAFFAR SHAH,SIMPANG EMPAT SEMANGGOL,34400,SIMPANG EMPAT,PERAK,058921200,058901025
1042,Menengah,PPD KUALA KANGSAR,AEE4070,SMK CLIFFORD,JALAN TAIPING,33009,KUALA KANGSAR,PERAK,057731313,057731314
1043,Menengah,PPD KUALA KANGSAR,AEE4071,SMK RAJA PEREMPUAN KELSOM,BUKIT KERAJAAN,33000,KUALA KANGSAR,PERAK,057761516,057777458
1044,Menengah,PPD KUALA KANGSAR,AEE4079,SMK SULTAN TAJUL ARIFFIN,JALAN BESAR PEKAN MANONG,33800,MANONG,PERAK,057438000,057438002
1045,Menengah,PPD KUALA KANGSAR,AEE4081,SMK TUN PERAK,JALAN BESAR PEKAN PADANG RENGAS,33700,PADANG RENGAS,PERAK,057584236,057583590
1046,Menengah,PPD HILIR PERAK,AEE5171,SMK DATO' SAGOR,JALAN KAMPAR,36700,LANGKAP,PERAK,056591968,056596696
1047,Menengah,PPD HILIR PERAK,AEE5173,SMK KHIR JOHARI,"BATU 17, JALAN BAGAN DATOH",36300,SUNGAI SUMUN,PERAK,056489218,056489943
1048,Menengah,PPD HILIR PERAK,AEE5174,SMK TUN ABD RAZAK,"BATU 23, SELEKOH",36200,SELEKOH,PERAK,056489235,056486109
1049,Menengah,PPD HILIR PERAK,AEE5175,SMK SERI MUARA,JALAN SIMPANG EMPAT -BAGAN DATOH,36100,BAGAN DATOH,PERAK,056466216,056467889
1050,Menengah,PPD LARUT/MATANG/SELAMA,AEE6050,SM KING EDWARD VII,JALAN MUZIUM HULU,34000,TAIPING,PERAK,058073191,058060431
1051,Menengah,PPD LARUT/MATANG/SELAMA,AEE6058,SMK DATO KAMARUDDIN,JALAN BESAR BATU KURAU,34500,BATU KURAU,PERAK,058880346,058881226
1052,Menengah,PPD LARUT/MATANG/SELAMA,AEE6059,SMK DATO' HJ HUSSEIN,JALAN WAN MD RAZALLI,34100,SELAMA,PERAK,058394048,058396151
1053,Menengah,PPD LARUT/MATANG/SELAMA,AEE6060,SMK TAT BENG,SG NYIOR,34800,TRONG,PERAK,058544220,058544409
1054,Menengah,PPD LARUT/MATANG/SELAMA,AEE6061,SMK TENGKU MENTERI,JALAN KUALA KANGSAR,34850,CHANGKAT JERING,PERAK,058554019,058552996
1055,Menengah,PPD HULU PERAK,AEE7031,SMK DATO AHMAD,JALAN ALANG ISKANDAR,33400,LENGGONG,PERAK,057691260,057691261
1056,Menengah,PPD HULU PERAK,AEE7032,SMK SULTAN IDRIS SHAH II,KAMPUNG AIR PANAS,33300,GERIK,PERAK,057911393,057917214
1057,Menengah,PPD HULU PERAK,AEE7033,SMK TUN SABAN,JALAN TASEK,33100,PENGKALAN HULU,PERAK,044778245,044778673
1058,Menengah,PPD PERAK TENGAH,AEE8701,SMK ISKANDAR SHAH,JALAN PEJABAT POS,32800,PARIT,PERAK,053771228,053774420
1059,Menengah,PPD PERAK TENGAH,AEE8702,SMK DATO'  ABDUL RAHMAN YAAKUB,BOTA KANAN,32600,BOTA,PERAK,053761626,053763894
1060,Menengah,PPD PERAK TENGAH,AEE8703,SMK DATO' SERI MAHARAJA LELA,"JALAN BESAR, KG GAJAH",36800,KAMPUNG GAJAH,PERAK,056311250,056312815
1061,Menengah,PPD KINTA UTARA,AFA2001,MAAHAD TAHFIZ AL-QURAN & AKADEMIK BAKIP (MATAQAB),"LOT 339319, BANDAR MERU RAYA",30020,IPOH,PERAK,052560212,
1062,Menengah,PPD BATANG PADANG,AFT0001,SMA DAERAH BATANG PADANG,JALAN TAPAH,35500,BIDOR,PERAK,054344305,054344305
1063,Menengah,PPD MANJUNG,AFT1001,MAAHAD ISLAHIAH ADDINIAH,BATU 10 LEKIR,32020,SITIAWAN,PERAK,056792350,056792350
1064,Menengah,PPD KINTA UTARA,AFT2001,MAAHAD AL-IMAM ASY SYAFIEE,JELAPANG,30020,IPOH,PERAK,055281277,055281275
1065,Menengah,PPD KINTA UTARA,AFT2002,SABK MAAHAD AL-UMMAH,JALAN JELAPANG,31200,CHEMOR,PERAK,052012727,052012357
1066,Menengah,PPD KRIAN,AFT3001,SM AGAMA AL-HIDAYAH,PARIT ABAS,34350,KUALA KURAU,PERAK,057270295,057270297
1067,Menengah,PPD KRIAN,AFT3003,SMA SHAMSUL MAARIF AL WATANIAH,TANJUNG PIANDANG,34250,TANJUNG PIANDANG,PERAK,057250234,057255193
1068,Menengah,PPD KRIAN,AFT3004,SM AGAMA AL FALAH,PARIT TOK NGAH,34250,TANJONG PIANDANG,PERAK,057256081,057250872
1069,Menengah,PPD KRIAN,AFT3005,MAAHAD AL EHYA ASSHARIFF,GUNUNG SEMANGGGOL,34400,SEMANGGOL,PERAK,058901017,058905524
1070,Menengah,PPD KRIAN,AFT3006,MA'AHAD AR-RIDHWAN,TELOK MEDAN,34300,BAGAN SERAI,PERAK,057213321,057214717
1071,Menengah,PPD KUALA KANGSAR,AFT4001,SM AGAMA AD-DINIAH AL-ISLAMIAH,"KAMPUNG LALANG, PADANG RENGAS",33700,KUALA KANGSAR,PERAK,057585042,057583415
1072,Menengah,PPD KUALA KANGSAR,AFT4002,SM AGAMA MAAHAD AL-MIZAN,JLN BADAK JELIANG,33800,MANONG,PERAK,057431431,057431193
1073,Menengah,PPD KUALA KANGSAR,AFT4003,SMA MAAHAD NURUL FADZLIAH,KAMPUNG KELIMAT,31120,SUNGAI SIPUT (U),PERAK,055912248,055911154
1074,Menengah,PPD KUALA KANGSAR,AFT4004,MAAHAD AL YAHYAWIAH,KG  PONDOK,33700,PADANG RENGAS,PERAK,057584267,057585661
1075,Menengah,PPD KUALA KANGSAR,AFT4005,MADRASAH IDRISIAH,BUKIT CHANDAN,33000,KUALA KANGSAR,PERAK,057761961,057768268
1076,Menengah,PPD HILIR PERAK,AFT5001,SMA AL-ULUM AL-SYAR'IYYAH,"BATU 20, JALAN BAGAN DATOK",36200,SELEKOH,PERAK,056489358,056486939
1077,Menengah,PPD LARUT/MATANG/SELAMA,AFT6001,SM ADDINIAH,KAMPUNG JELUTONG,34850,CHANGKAT JERING,PERAK,058554667,058554766
1078,Menengah,PPD LARUT/MATANG/SELAMA,AFT6002,MAAHAD AL MAARIF AL ISLAMIAH BATU 9 PERAK,BATU 9 JALAN TRONG,34850,CHANGKAT JERING,PERAK,058553420,058553420
1079,Menengah,PPD LARUT/MATANG/SELAMA,AFT6003,SABK MAAHAD AL-KHAIR LIL BANAT,"JALAN SEKOLAH ARAB, KG JANA BARU",34600,KAMUNTING,PERAK,058071021,058087750
1080,Menengah,PPD LARUT/MATANG/SELAMA,AFT6004,MAAHAD AL TARBIAH AL ISLAMIAH,BATU 8 JALAN TRONG,34850,CHANGKAT JERING,PERAK,058552957,058551704
1081,Menengah,PPD LARUT/MATANG/SELAMA,AFT6005,SABK SYUBBANIAH,BATU KURAU,34500,BATU KURAU,PERAK,058880039,058880039
1082,Menengah,PPD HULU PERAK,AFT7001,SMA TAN SRI GHAZALI JAWI,JALAN AIR SUDA,33300,GRIK,PERAK,057921953,057921953
1083,Menengah,PPD PERAK TENGAH,AFT8001,SMA MAAHAD AL AZIZ,JALAN MASJID,32800,PARIT,PERAK,053772489,053771378
1084,Menengah,PPD PERAK TENGAH,AFT8002,MAAHAD EHYAK DINIAH ISLAMIAH,JALAN TANJUNG TUALANG,36800,KAMPUNG GAJAH,PERAK,056311142,056311142
1085,Menengah,PPD BATANG PADANG,AHA0002,KOLEJ VOKASIONAL SLIM RIVER,JALAN MELATI,35800,SLIM RIVER,PERAK,054528408,054527678
1086,Menengah,PPD MANJUNG,AHA1002,KOLEJ VOKASIONAL SERI MANJUNG,BANDAR BARU SERI MANJUNG,32040,SERI MANJUNG,PERAK,056881608,056886327
1087,Menengah,PPD KINTA UTARA,AHA2001,KOLEJ VOKASIONAL LEBUH CATOR,LEBUH CATOR,30450,IPOH,PERAK,052549151,052530997
1088,Menengah,PPD KINTA UTARA,AHA2002,KOLEJ VOKASIONAL  IPOH,PERSIARAN BRASH,31400,IPOH,PERAK,055477405,055471264
1089,Menengah,PPD KRIAN,AHA3002,KOLEJ VOKASIONAL KERIAN,JALAN SIAKAP,34300,BAGAN SERAI,PERAK,057217084,057216077
1090,Menengah,PPD KUALA KANGSAR,AHA4002,KOLEJ VOKASIONAL KUALA KANGSAR,JALAN TAIPING-KUALA KANGSAR,33700,PADANG RENGAS,PERAK,057584099,057583313
1091,Menengah,PPD HILIR PERAK,AHA5001,KOLEJ VOKASIONAL (PERTANIAN) TELUK INTAN,"BATU 4, JALAN CHANGKAT JONG",36000,TELUK INTAN,PERAK,056227322,056232941
1092,Menengah,PPD HULU PERAK,AHA7001,KOLEJ VOKASIONAL  GERIK,"KM 4, JALAN KUALA RUI",33300,GERIK,PERAK,057916288,057916588
1093,Menengah,PPD PERAK TENGAH,AHA8002,KOLEJ VOKASIONAL SERI ISKANDAR,SERI ISKANDAR,32610,SERI ISKANDAR,PERAK,053711370,053711372
1094,Menengah,PPD LARUT/MATANG/SELAMA,AKE6159,KOLEJ VOKASIONAL TAIPING,"BATU 4,KAMUNTING",34600,KAMUNTING,PERAK,058839371,058839358
1095,Menengah,PPD BATANG PADANG,ARA0001,SMKA SLIM RIVER,JLN. BESAR TG.MALIM - SLIM RIVER,35800,SLIM RIVER,PERAK,054527213,054526214
1096,Menengah,PPD KINTA SELATAN,ARA2001,SBP INTEGRASI GOPENG,JALAN KOTA BHARU,31600,GOPENG,PERAK,053597688,053591788
1097,Menengah,PPD KRIAN,ARA3001,SMKA KERIAN,JALAN  KAMPUNG SELAMAT,34400,SIMPANG EMPAT,PERAK,058904997,058905490
1098,Menengah,PPD PERAK TENGAH,ARA8001,SMKA SULTAN AZLAN SHAH,SERI ISKANDAR,32600,BOTA,PERAK,053711689,053712360
1099,Rendah,PPD KLANG,BBA0001,SK KLANG,JALAN DATO'  HAMZAH,41000,KLANG,SELANGOR,0333712957,0333712957
1100,Rendah,PPD KLANG,BBA0002,SK TELOK GADONG,JALAN YADI,41250,KLANG,SELANGOR,0333713193,0333701362
1101,Rendah,PPD KLANG,BBA0003,SK PELABUHAN KELANG,JALAN SEKOLAH,42000,PELABUHAN KLANG,SELANGOR,0331686848,0331686848
1102,Rendah,PPD KLANG,BBA0004,SK TELOK MENEGON,"BATU 3, JALAN KOTA RAJA",41000,KLANG,SELANGOR,0333713852,0333701020
1103,Rendah,PPD KLANG,BBA0005,SK BUKIT NAGA,"BATU 6, KG. BUKIT NAGA",40460,SHAH ALAM,SELANGOR,0351616852,0351613859
1104,Rendah,PPD KLANG,BBA0006,SK JALAN KEBUN,"BATU 7 1/2 JALAN KEBUN, SEKSYEN 30",40460,SHAH ALAM,SELANGOR,0351611993,0351615004
1105,Rendah,PPD KLANG,BBA0007,SK BATU BELAH,JALAN RANTAU PANJANG,42100,KLANG,SELANGOR,0333415475,0333415475
1106,Rendah,PPD KLANG,BBA0008,SK RANTAU PANJANG,"JALAN GENTING, RANTAU PANJANG",42100,KLANG,SELANGOR,0332911582,0332911512
1107,Rendah,PPD KLANG,BBA0009,SK SEMENTA,"BATU 6, JALAN KAPAR",42100,KLANG,SELANGOR,0332911308,0332911308
1108,Rendah,PPD KLANG,BBA0010,SK KAPAR,PEJABAT POS KAPAR,42200,KAPAR,SELANGOR,0332508335,0332508335
1109,Rendah,PPD KLANG,BBA0011,SK BUKIT KAPAR,"JALAN SETIA JAYA, KG BUKIT KAPAR",42200,KAPAR,SELANGOR,0333922087,0333922087
1110,Rendah,PPD KLANG,BBA0012,SK SUNGAI BINJAI,"BATU 6, PEKAN MERU",41050,KLANG,SELANGOR,0333921048,0333921048
1111,Rendah,PPD KLANG,BBA0013,SK PULAU INDAH,"JALAN SIDANG SULAIMAN, PULAU INDAH",42920,PELABUHAN KLANG,SELANGOR,0331012139,0331012144
1112,Rendah,PPD KLANG,BBA0014,SK TOK MUDA,JLN KG TOK MUDA,42200,KAPAR,SELANGOR,0332500395,0332500395
1113,Rendah,PPD KLANG,BBA0015,SK BUKIT KUDA,JALAN LANDASAN,41300,KLANG,SELANGOR,0333416115,0333416115
1114,Rendah,PPD KLANG,BBA0016,SK KG RAJA UDA,"JALAN KENANGA, KG RAJA UDA",42000,PELABUHAN KLANG,SELANGOR,0331685810,0331650458
1115,Rendah,PPD KLANG,BBA0017,SK PANDAMARAN JAYA,"JALAN 12, PANDAMARAN JAYA",42000,PELABUHAN KLANG,SELANGOR,0331673389,0331651993
1116,Rendah,PPD KLANG,BBA0018,SK KG JOHAN SETIA,JALAN JOHAN SETIA OFF JALAN LANGAT,41200,KLANG,SELANGOR,0351613893,0351610625
1117,Rendah,PPD KLANG,BBA0019,SK SUNGAI SERDANG,"BT 13 1/2, JALAN KAPAR",42200,KAPAR,SELANGOR,0332500545,0332500545
1118,Rendah,PPD KLANG,BBA0021,SK KG PENDAMAR,KAMPUNG PENDAMAR,41200,KLANG,SELANGOR,0331688517,0331688517
1119,Rendah,PPD KLANG,BBA0022,SK TELOK GONG,"KG NELAYAN, TELOK GONG",42000,PELABUHAN KLANG,SELANGOR,0331341231,0331341231
1120,Rendah,PPD KLANG,BBA0023,SK TAMAN KLANG JAYA,"JALAN SERULING 56, OFF JALAN LANGAT",41200,KLANG,SELANGOR,0333237837,0333230741
1121,Rendah,PPD PETALING PERDANA,BBA0024,SK TAMAN SRI MUDA,"25/20 JALAN NYAMAN, TAMAN SRI MUDA",40400,SHAH ALAM,SELANGOR,0351212944,0351217694
1122,Rendah,PPD KLANG,BBA0025,SK TELOK PULAI,TAMAN BERTEK,41100,KLANG,SELANGOR,0333720516,0333743043
1123,Rendah,PPD KLANG,BBA0026,SK SUNGAI UDANG,JALAN YADI,41250,KLANG,SELANGOR,0333715071,0333715071
1124,Rendah,PPD KLANG,BBA0028,SK PELABUHAN  UTARA,BANDAR SULTAN SULEIMAN,42000,PELABUHAN KLANG,SELANGOR,0331765366,0331766197
1125,Rendah,PPD KLANG,BBA0029,SK ABDUL SAMAT,"BATU 11, JALAN KAPAR",42200,KAPAR,SELANGOR,0332509263,0332509263
1126,Rendah,PPD KLANG,BBA0030,SK MERU,PERSIARAN HAMZAH ALANG,42200,KAPAR,SELANGOR,0333923910,0333923910
1127,Rendah,PPD KLANG,BBA0031,SK KAMPUNG IDAMAN,JALAN IDAMAN 17,42000,PELABUHAN KLANG,SELANGOR,0331681569,0331650350
1128,Rendah,PPD KLANG,BBA0032,SK TAMAN KLANG UTAMA,JALAN HAJI SIRAT,42100,KLANG,SELANGOR,0332918212,0332918212
1129,Rendah,PPD KLANG,BBA0033,SK KAMPUNG JAWA,"JALAN KOTA RAJA, KAMPUNG JAWA",41000,KLANG,SELANGOR,0333732731,0333732731
1130,Rendah,PPD KLANG,BBA0034,SK TAMAN SRI ANDALAS,"JALAN TUN DR. ISMAIL, OFF JALAN LANGAT",41200,KLANG,SELANGOR,0333721713,0333726148
1131,Rendah,PPD KLANG,BBA0035,SK TAMAN GEMBIRA,"JALAN HILIR DUA, TELOK GADONG",41100,KLANG,SELANGOR,0333729943,0333710324
1132,Rendah,PPD KLANG,BBA0036,SK BUKIT TINGGI,BANDAR BUKIT TINGGI,41200,KLANG,SELANGOR,0333240137,0333240137
1133,Rendah,PPD KLANG,BBA0037,SK BUKIT KEMUNING 2,"LOT N0 4, JALAN ANGGERIK DORITIS 31/143",40460,SHAH ALAM,SELANGOR,0351227124,0351219914
1134,Rendah,PPD KLANG,BBA0038,SK MERU (2),"JALAN PAIP, PEKAN MERU",41050,KLANG,SELANGOR,0333931598,0333927951
1135,Rendah,PPD KLANG,BBA0039,SK SUNGAI KAPAR INDAH,"JLN SUNGAI KAPAR INDAH 6, TMN SUNGAI KAPAR INDAH",42200,KAPAR,SELANGOR,0332902324,0332904355
1136,Rendah,PPD KLANG,BBA0040,SEKOLAH KEBANGSAAN KOTA KEMUNING,"JALAN ANGGERIK ARANDA 31/8, KOTA KEMUNING",40460,SHAH ALAM,SELANGOR,0351216436,0351210657
1137,Rendah,PPD KLANG,BBA0041,SK KAMPUNG JAWA 2,JALAN KOTA RAJA,41000,KLANG,SELANGOR,0333725391,0333713435
1138,Rendah,PPD KLANG,BBA0042,SK PULAU INDAH (2),"BANDAR ARMADA PUTRA, PULAU INDAH",42900,PELABUHAN KLANG,SELANGOR,0331014070,0331014070
1139,Rendah,PPD KLANG,BBA0043,SK BUKIT RIMAU,"11 PERSIARAN SUNGAI SELANGOR, SEKSYEN 32",40460,SHAH ALAM,SELANGOR,0351224148,0351224148
1140,Rendah,PPD KLANG,BBA0044,SK BATU UNJUR,JALAN BATU NILAM 1/KS 6,41200,KLANG,SELANGOR,0333263063,0333263064
1141,Rendah,PPD KUALA LANGAT,BBA1002,SK SUNGAI BUAYA,KAMPUNG SUNGAI BUAYA,42700,BANTING,SELANGOR,0331202514,0331202514
1142,Rendah,PPD KUALA LANGAT,BBA1003,SK BANDAR,"JALAN ISTANA, KAMPUNG BANDAR",42700,BANTING,SELANGOR,0331202645,0331202645
1143,Rendah,PPD KUALA LANGAT,BBA1004,SK SUNGAI MANGGIS,KAMPONG SUNGAI MANGGIS,42700,BANTING,SELANGOR,0331875481,0331875481
1144,Rendah,PPD KUALA LANGAT,BBA1005,SK OLAK LEMPIT,KAMPUNG OLAK LEMPIT,42700,BANTING,SELANGOR,0331491381,0331491381
1145,Rendah,PPD KUALA LANGAT,BBA1006,SK LABOHAN DAGANG,KG. LABOHAN DAGANG,42700,BANTING,SELANGOR,0331493776,0331493776
1146,Rendah,PPD KUALA LANGAT,BBA1007,SK BKT CHANGGANG,"KG. BUKIT CHANGGANG,BANTING, KUALA LANGAT",42700,BANTING,SELANGOR,0331491141,0331491141
1147,Rendah,PPD KUALA LANGAT,BBA1008,SK JENJAROM,JALAN SEKOLAH,42600,JENJAROM,SELANGOR,0331914336,0331911948
1148,Rendah,PPD KUALA LANGAT,BBA1009,SK TELOK PANGLIMA GARANG,PEKAN TELOK,42500,TELOK PANGLIMA GARANG,SELANGOR,0331228453,0331228453
1149,Rendah,PPD KUALA LANGAT,BBA1010,SK KEBUN BAHARU,KAMPUNG KEBUN BAHARU,42500,TELOK PANGLIMA GARANG,SELANGOR,0331228415,0331220500
1150,Rendah,PPD KUALA LANGAT,BBA1011,SK SIJANGKANG,KG SIJANGKANG,42500,TELOK PANGLIMA GARANG,SELANGOR,0331226158,0331227680
1151,Rendah,PPD KUALA LANGAT,BBA1012,SK SG  BUMBUN (A),PULAU CAREY,42960,KUALA LANGAT,SELANGOR,0331850423,TIADA
1152,Rendah,PPD KUALA LANGAT,BBA1013,SK SUNGAI JUDAH,KAMPUNG SUNGAI JUDAH,42960,PULAU CAREY,SELANGOR,0331032758,TIADA
1153,Rendah,PPD KUALA LANGAT,BBA1014,SK BUKIT TADOM,SK BUKIT TADOM (A),42700,BANTING,SELANGOR,0331491128,0331491128
1154,Rendah,PPD KUALA LANGAT,BBA1015,SK SERI CHEDING,KG. SERI CHEDING,42700,BANTING,SELANGOR,0331911413,0331911413
1155,Rendah,PPD KUALA LANGAT,BBA1016,SK (ASLI) BKT CHEDING,SK BUKIT CHEDING,42700,BANTING,SELANGOR,0331916158,0331916158
1156,Rendah,PPD KUALA LANGAT,BBA1023,SK TG SEPAT,JALAN SEKOLAH KG TG SEPAT,42800,TANJONG SEPAT,SELANGOR,0331975839,0331973297
1157,Rendah,PPD KUALA LANGAT,BBA1024,SK BATU LAUT,TANJONG SEPAT,42800,TANJONG SEPAT,SELANGOR,0331481066,0331481066
1158,Rendah,PPD KUALA LANGAT,BBA1025,SK KAMPONG ENDAH,KAMPONG ENDAH,42700,BANTING,SELANGOR,0331982930,0331982930
1159,Rendah,PPD KUALA LANGAT,BBA1026,SK MORIB,JALAN MORIB,42700,BANTING,SELANGOR,0331982394,0331982394
1160,Rendah,PPD KUALA LANGAT,BBA1027,SK KANCHONG DARAT,"JALAN SULTAN ALAM SHAH, KANCHONG DARAT",42700,BANTING,SELANGOR,0331871424,0331875054
1161,Rendah,PPD KUALA LANGAT,BBA1028,SK SG LANG,SUNGAI LANG,42700,BANTING,SELANGOR,0331877744,0331802322
1162,Rendah,PPD KUALA LANGAT,BBA1029,SK SERI LANANG,KG. KELANANG,42700,BANTING,SELANGOR,0331201340,0331201340
1163,Rendah,PPD KUALA LANGAT,BBA1030,SK PERMATANG PASIR,PERMATANG PASIR,42700,BANTING,SELANGOR,0331203199,0331203199
1164,Rendah,PPD KUALA LANGAT,BBA1031,SK SG KELAMBU,KG SUNGAI KELAMBU,42700,BANTING,SELANGOR,0331816012,0331816012
1165,Rendah,PPD KUALA LANGAT,BBA1032,SK KAMPUNG MEDAN,BATU 9 KAMPUNG MEDAN TELOK PANGLIMA GARANG,42500,BANTING,SELANGOR,0331228721,0331229690
1166,Rendah,PPD KUALA LANGAT,BBA1033,SK JALAN TANJUNG,BATU 9 KG SIJANGKANG,42500,TLK. P. GARANG,SELANGOR,0331221702,0331227984
1167,Rendah,PPD KUALA LANGAT,BBA1034,SK KANCHONG TENGAH,KG. KANCHONG TENGAH,42700,BANTING,SELANGOR,0331812104,0331812104
1168,Rendah,PPD KUALA LANGAT,BBA1035,SK SIJANGKANG JAYA,TELOK PANGLIMA GARANG,42500,TELOK PANGLIMA GARANG,SELANGOR,0331227676,0331227741
1169,Rendah,PPD KUALA LANGAT,BBA1036,SK RTB BUKIT CHANGGANG,"RANCANGAN TANAH BELIA, BUKIT CHANGGANG,",42700,BANTING,SELANGOR,0331491651,0331491651
1170,Rendah,PPD KUALA LANGAT,BBA1037,SK JUGRA,JALAN SULTAN ABDUL SAMAD,42700,BANTING,SELANGOR,0331851303,0331850475
1171,Rendah,PPD KUALA LANGAT,BBA1038,SK BANDAR BANTING,PERSIARAN MAJLIS,42700,BANTING,SELANGOR,0331876866,0331818334
1172,Rendah,PPD KUALA LANGAT,BBA1039,SK (ASLI) BUKIT KEMANDOL,"JALAN DESA KEMANDOL 1, TAMAN DESA KEMANDOL",42610,JENJAROM,SELANGOR,0333631323,
1173,Rendah,PPD KUALA SELANGOR,BBA3001,SK ASSAM JAWA (INTEG),"KM 38.4, JALAN KLANG KUALA SELANGOR",45700,BUKIT ROTAN,SELANGOR,0332893976,60332893976
1174,Rendah,PPD KUALA SELANGOR,BBA3002,SK BKT BADONG,"BATU 3, KAMPUNG BUKIT BADONG",45600,BESTARI JAYA,SELANGOR,0332791342,0332791342
1175,Rendah,PPD KUALA SELANGOR,BBA3003,SK BKT KERAYONG,"JALAN SEKOLAH, KG. BUKIT KERAYONG 1,",42200,KAPAR,SELANGOR,0333927168,0333927168
1176,Rendah,PPD KUALA SELANGOR,BBA3004,SK DATO' MAHARAJA LELA,"JALAN PARIT OMAR, KAMPUNG BUKIT CHERAKA",45800,JERAM,SELANGOR,0332648530,0332648530
1177,Rendah,PPD KUALA SELANGOR,BBA3005,SK TAMBAK JAWA,"KILOMETER 26, JERAM",45800,JERAM,SELANGOR,0332508446,0332508446
1178,Rendah,PPD KUALA SELANGOR,BBA3006,SK JERAM,JALAN SIMPANG TIGA,45800,JERAM,SELANGOR,0332647773,0332647773
1179,Rendah,PPD KUALA SELANGOR,BBA3007,SK JERAM BT 20,BATU 20,45800,JERAM,SELANGOR,0332647320,0332640471
1180,Rendah,PPD KUALA SELANGOR,BBA3008,SK JAYA SETIA,JALAN BESAR,45600,BESTARI JAYA,SELANGOR,0332716253,0332716253
1181,Rendah,PPD KUALA SELANGOR,BBA3009,SK PASANGAN,"JALAN RAWANG, KG. KUANTAN",45600,BESTARI JAYA,SELANGOR,0332893476,0332893476
1182,Rendah,PPD KUALA SELANGOR,BBA3010,SK RANTAU PANJANG,"KM 34, JALAN RAWANG, RANTAU PANJANG",45600,BESTARI JAYA,SELANGOR,0332710330,0332710330
1183,Rendah,PPD KUALA SELANGOR,BBA3011,SK IJOK,"BATU 7, IJOK",45600,BESTARI JAYA,SELANGOR,0332791277,0332791277
1184,Rendah,PPD KUALA SELANGOR,BBA3012,SK TANJUNG KERAMAT,JALAN KERAMAT TANJUNG,45000,KUALA SELANGOR,SELANGOR,0332891733,0332891733
